id,imdb_id,title,release_date,spoken_languages,genres1,genres2,genres3,genres4,genres5,runtime,production_companies,production_countries,budget,revenue,overview,tagline,vote_count,homepage,popularity,Unnamed: 0,actors,boxoffice,director,poster_link,production_company,vote_average,vote_average (%),Internet_Movie_Database_rating,Rotten_Tomatoes_rating,Metacritic_rating,rating_average,writer
346672,tt3717252,Underworld: Blood Wars,11/28/2016,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'km', 'name': ''}, {'iso_639_1': 'th', 'name': 'ภาษาไทย'}, {'iso_639_1': 'uk', 'name': 'Український'}", Action, Fantasy,Horror,,,91,"[{'name': 'Lakeshore Entertainment', 'id': 126}, {'name': 'Screen Gems', 'id': 3287}, {'name': 'Sketch Films', 'id': 7738}","[{'iso_3166_1': 'US', 'name': 'United States of America'}",35000000,81093313,"Vampire death dealer Selene fends off brutal attacks from both the Lycan clan and the Vampire faction that betrayed her. With her only allies, David and his father Thomas, she must stop the eternal war between Lycans and Vampires, even if it means she has to make the ultimate sacrifice.",Protect the Bloodline,1619,http://www.underworldbloodwars-movie.com/,20.02976,133,"Kate Beckinsale, Theo James, Tobias Menzies, Lara Pulver","$30,348,260 ",Anna Foerster,https://m.media-amazon.com/images/M/MV5BMjI5Njk0NTIyNV5BMl5BanBnXkFtZTgwNjU4MjY5MDI@._V1_SX300.jpg,Lakeshore Entertainment,5.2,52%,58%,20%,23%,38%,"Cory Goodman (screenplay by), Kyle Ward (story by), Cory Goodman (story by), Kevin Grevioux (based on characters created by), Len Wiseman (based on characters created by), Danny McBride (based on characters created by)"
313369,tt3783958,La La Land,11/29/2016,"[{'iso_639_1': 'en', 'name': 'English'}", Comedy, Drama,Music,Romance,,128,"[{'name': 'Summit Entertainment', 'id': 491}, {'name': 'Marc Platt Productions', 'id': 2527}, {'name': 'Gilbert Films', 'id': 10161}, {'name': 'Black Label Media', 'id': 33681}, {'name': 'Impostor Pictures', 'id': 53247}","[{'iso_3166_1': 'US', 'name': 'United States of America'}",30000000,445435700,"Mia, an aspiring actress, serves lattes to movie stars in between auditions and Sebastian, a jazz musician, scrapes by playing cocktail party gigs in dingy bars, but as success mounts they are faced with decisions that begin to fray the fragile fabric of their love affair, and the dreams they worked so hard to maintain in each other threaten to rip them apart.",Here's to the fools who dream.,4745,http://www.lalaland.movie/,19.681686,134,"Ryan Gosling, Emma Stone, Amiée Conn, Terry Walters","$151,058,124 ",Damien Chazelle,https://m.media-amazon.com/images/M/MV5BMzUzNDM2NzM2MV5BMl5BanBnXkFtZTgwNTM3NTg4OTE@._V1_SX300.jpg,Liongate Films,7.9,79%,80%,91%,93%,86%,Damien Chazelle
376866,tt1619029,Jackie,12/2/2016,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'es', 'name': 'Español'}", Drama,,,,,100,"[{'name': 'Fox Searchlight Pictures', 'id': 43}, {'name': 'Why Not Productions', 'id': 729}, {'name': 'Wild Bunch', 'id': 856}, {'name': 'Protozoa Pictures', 'id': 7503}, {'name': 'Bliss Media', 'id': 8186}, {'name': 'LD Entertainment', 'id': 10285}, {'name': 'Fabula', 'id': 24459}, {'name': 'Endemol Shine Studios', 'id': 84751}, {'name': 'Jackie Productions (II)', 'id': 85768}","[{'iso_3166_1': 'CL', 'name': 'Chile'}, {'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'US', 'name': 'United States of America'}",9000000,13960394,"An account of the days of First Lady, Jacqueline Kennedy, in the immediate aftermath of John F. Kennedy's assassination in 1963.",I want them to see what they have done to Jack.,737,http://www.foxsearchlight.com/jackie/,8.362716,135,"Natalie Portman, Peter Sarsgaard, Greta Gerwig, Billy Crudup","$13,958,679 ",Pablo Larraín,https://m.media-amazon.com/images/M/MV5BMzg4MjYzNjk5N15BMl5BanBnXkFtZTgwODgwODI3MDI@._V1_SX300.jpg,Fox Searchlight Pictures,6.5,65%,67%,87%,81%,75%,Noah Oppenheim
345920,tt4682786,Collateral Beauty,12/6/2016,"[{'iso_639_1': 'en', 'name': 'English'}", Drama, Romance,,,,97,"[{'name': 'New Line Cinema', 'id': 12}, {'name': 'Village Roadshow Pictures', 'id': 79}, {'name': 'Likely Story', 'id': 1785}, {'name': 'Anonymous Content', 'id': 10039}, {'name': 'Overbrook Entertainment', 'id': 12485}, {'name': 'PalmStar Media', 'id': 49152}","[{'iso_3166_1': 'US', 'name': 'United States of America'}",36000000,87416021,"Retreating from life after a tragedy, a man questions the universe by writing to Love, Time and Death. Receiving unexpected answers, he begins to see how these things interlock and how even loss can reveal moments of meaning and beauty.",We are all connected,1553,http://collateralbeauty-movie.com/,14.575883,136,"Will Smith, Edward Norton, Kate Winslet, Michael Peña","$30,982,955 ",David Frankel,https://m.media-amazon.com/images/M/MV5BMTQ5ODE4MTY2NV5BMl5BanBnXkFtZTgwMzM2NzEzMDI@._V1_SX300.jpg,New Line Cinema,6.9,69%,68%,14%,23%,44%,Allan Loeb
381284,tt4846340,Hidden Figures,12/10/2016,"[{'iso_639_1': 'en', 'name': 'English'}", Drama,,,,,127,"[{'name': 'Fox 2000 Pictures', 'id': 711}, {'name': 'Chernin Entertainment', 'id': 7076}, {'name': 'Levantine Films', 'id': 83024}","[{'iso_3166_1': 'US', 'name': 'United States of America'}",25000000,230698791,"The untold story of Katherine G. Johnson, Dorothy Vaughan and Mary Jackson – brilliant African-American women working at NASA and serving as the brains behind one of the greatest operations in history – the launch of astronaut John Glenn into orbit. The visionary trio crossed all gender and race lines to inspire generations to dream big.","Meet the women you don't know, behind the mission you do.",2178,http://www.hiddenfigures.com,16.816834,137,"Taraji P. Henson, Octavia Spencer, Janelle Monáe, Kevin Costner","$169,385,416 ",Theodore Melfi,https://m.media-amazon.com/images/M/MV5BMzg2Mzg4YmUtNDdkNy00NWY1LWE3NmEtZWMwNGNlMzE5YzU3XkEyXkFqcGdeQXVyMjA5MTIzMjQ@._V1_SX300.jpg,20th Century Fox,7.8,78%,78%,93%,74%,81%,"Allison Schroeder (screenplay by), Theodore Melfi (screenplay by), Margot Lee Shetterly (based on the book by)"
388399,tt4572514,Patriots Day,12/12/2016,"[{'iso_639_1': 'ar', 'name': 'العربية'}, {'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'zh', 'name': '普通话'}", Crime, Drama,Thriller,,,133,"[{'name': 'CBS Films', 'id': 5490}, {'name': 'Closest to the Hole Productions', 'id': 8537}, {'name': 'Leverage Entertainment', 'id': 8539}, {'name': 'Bluegrass Films', 'id': 13778}, {'name': 'TIK Films', 'id': 72441}, {'name': 'Hutch Parker Entertainment', 'id': 91797}","[{'iso_3166_1': 'HK', 'name': 'Hong Kong'}, {'iso_3166_1': 'US', 'name': 'United States of America'}",45000000,50548152,"An account of Boston Police Commissioner Ed Davis's actions in the events leading up to the 2013 Boston Marathon bombing and the aftermath, which includes the city-wide manhunt to find the terrorists behind it.",The inside story of the world's greatest manhunt.,631,http://www.patriotsdayfilm.com/,14.547939,138,"Mark Wahlberg, Dicky Eklund Jr., Michael Marchand, Rhet Kidd","$31,856,991 ",Peter Berg,https://m.media-amazon.com/images/M/MV5BODYxMDc0NTg2Nl5BMl5BanBnXkFtZTgwNjY0NDYzOTE@._V1_SX300.jpg,CBS Films,6.8,68%,74%,80%,69%,73%,"Peter Berg (screenplay), Matt Cook (screenplay), Joshua Zetumer (screenplay), Peter Berg (story), Matt Cook (story), Paul Tamasy (story), Eric Johnson (story)"
330459,tt3748528,Rogue One: A Star Wars Story,12/14/2016,"[{'iso_639_1': 'en', 'name': 'English'}", Action, Adventure,Science Fiction,,,133,"[{'name': 'Lucasfilm', 'id': 1}, {'name': 'Walt Disney Pictures', 'id': 2}, {'name': 'Allison Shearmur Productions', 'id': 47706}, {'name': 'Black Hangar Studios', 'id': 68738}, {'name': 'Stereo D', 'id': 86561}","[{'iso_3166_1': 'US', 'name': 'United States of America'}",200000000,1056057273,A rogue band of resistance fighters unite for a mission to steal the Death Star plans and bring a new hope to the galaxy.,A Rebellion Built on Hope,5111,http://www.starwars.com/films/rogue-one,36.567575,139,"Felicity Jones, Diego Luna, Alan Tudyk, Donnie Yen","$532,171,696 ",Gareth Edwards,https://m.media-amazon.com/images/M/MV5BMjEwMzMxODIzOV5BMl5BanBnXkFtZTgwNzg3OTAzMDI@._V1_SX300.jpg,Walt Disney Pictures,7.4,74%,78%,84%,65%,75%,"Chris Weitz (screenplay by), Tony Gilroy (screenplay by), John Knoll (story by), Gary Whitta (story by), George Lucas (based on characters created by)"
342473,tt2261287,Ballerina,12/14/2016,"[{'iso_639_1': 'en', 'name': 'English'}", Animation, Family,Adventure,Comedy,,89,"[{'name': 'Caramel Films', 'id': 6623}, {'name': 'Quad Productions', 'id': 7038}, {'name': 'Main Journey', 'id': 91331}","[{'iso_3166_1': 'CA', 'name': 'Canada'}, {'iso_3166_1': 'FR', 'name': 'France'}",30000000,2351359,"Set in 1879 Paris. An orphan girl dreams of becoming a ballerina and flees her rural Brittany for Paris, where she passes for someone else and accedes to the position of pupil at the Grand Opera house.",Life's greatest adventures begin with a single... Leap!,415,http://www.ballerinafilm.co.uk/,16.53732,140,"Elle Fanning, Dane DeHaan, Carly Rae Jepsen, Maddie Ziegler","$21,797,758 ","Eric Summer, Éric Warin, Mimi Maynard, Paulette Victor-Lifton",https://m.media-amazon.com/images/M/MV5BZjEzMmFlNWUtYTFhOC00ZDMxLTllZmItZjc3ODMwNTk2ZmNlXkEyXkFqcGdeQXVyNTY2ODgzODg@._V1_SX300.jpg,The Weinstein Company,7.1,71%,68%,39%,48%,57%,"Eric Summer (original idea), Eric Summer (original story), Laurent Zeitoun (original story), Carol Noble (screenplay), Laurent Zeitoun (screenplay), Eric Summer (screenplay)"
311324,tt2034800,The Great Wall,12/16/2016,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'zh', 'name': '普通话'}, {'iso_639_1': 'es', 'name': 'Español'}", Action, Adventure,Fantasy,,,103,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Atlas Entertainment', 'id': 507}, {'name': 'Legendary Pictures', 'id': 923}, {'name': 'China Film Group', 'id': 5635}, {'name': 'Le Vision Pictures', 'id': 48873}, {'name': 'Legendary East', 'id': 86433}, {'name': 'Kava Productions', 'id': 86434}","[{'iso_3166_1': 'AU', 'name': 'Australia'}, {'iso_3166_1': 'CA', 'name': 'Canada'}, {'iso_3166_1': 'CN', 'name': 'China'}, {'iso_3166_1': 'HK', 'name': 'Hong Kong'}, {'iso_3166_1': 'US', 'name': 'United States of America'}",150000000,331957105,European mercenaries searching for black powder become embroiled in the defense of the Great Wall of China against a horde of monstrous creatures.,1700 years to build. 5500 miles long. What were they trying to keep out?,1465,http://www.thegreatwallmovie.com/,15.884744,141,"Matt Damon, Tian Jing, Willem Dafoe, Andy Lau","$45,125,480 ",Yimou Zhang,https://m.media-amazon.com/images/M/MV5BMjA3MjAzOTQxNF5BMl5BanBnXkFtZTgwOTc5OTY1OTE@._V1_SX300.jpg,Universal Pictures,5.8,58%,60%,36%,42%,49%,"Carlo Bernard (screenplay), Doug Miro (screenplay), Tony Gilroy (screenplay), Max Brooks (story), Edward Zwick (story), Marshall Herskovitz (story)"
274870,tt1355644,Passengers,12/21/2016,"[{'iso_639_1': 'en', 'name': 'English'}", Adventure, Drama,Romance,Science Fiction,,116,"[{'name': 'Columbia Pictures', 'id': 5}, {'name': 'Village Roadshow Pictures', 'id': 79}, {'name': 'Original Film', 'id': 333}, {'name': 'Company Films', 'id': 7193}, {'name': 'Start Motion Pictures', 'id': 19961}, {'name': 'LStar Capital', 'id': 34034}, {'name': 'Wanda Pictures', 'id': 83838}","[{'iso_3166_1': 'US', 'name': 'United States of America'}",110000000,303144152,"A spacecraft traveling to a distant colony planet and transporting thousands of people has a malfunction in its sleep chambers. As a result, two passengers are awakened 90 years early.",There is a reason they woke up.,4134,http://www.passengersmovie.com/,20.303632,142,"Jennifer Lawrence, Chris Pratt, Michael Sheen, Laurence Fishburne","$100,014,092 ",Morten Tyldum,https://m.media-amazon.com/images/M/MV5BZjk4ZTMwMTYtOTk1NC00OTA0LWFhMGYtZTBjMzViMDY2YWZjXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,Columbia Pictures,6.7,67%,70%,31%,41%,52%,Jon Spaihts
121856,tt2094766,Assassin's Creed,12/21/2016,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'pt', 'name': 'Português'}, {'iso_639_1': 'es', 'name': 'Español'}", Action, Adventure,Science Fiction,,,115,"[{'name': 'Regency Enterprises', 'id': 508}, {'name': 'The Kennedy/Marshall Company', 'id': 862}, {'name': 'Ubisoft', 'id': 4615}, {'name': 'CatchPlay', 'id': 8870}, {'name': 'New Regency Pictures', 'id': 10104}, {'name': 'Latina Pictures', 'id': 19108}, {'name': 'RatPac Entertainment', 'id': 28732}, {'name': 'Monarchy Enterprises S.a.r.l.', 'id': 77845}, {'name': 'Ubisoft Motion Pictures', 'id': 83857}, {'name': 'DMC Film', 'id': 86766}, {'name': 'Alpha Pictures', 'id': 86767}","[{'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'HK', 'name': 'Hong Kong'}, {'iso_3166_1': 'MT', 'name': 'Malta'}, {'iso_3166_1': 'TW', 'name': 'Taiwan'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}",125000000,240697856,"Through unlocked genetic memories that allow him to relive the adventures of his ancestor in 15th century Spain, Callum Lynch discovers he's a descendant of the secret 'Assassins' society. After gaining incredible knowledge and skills, he is now poised to take on the oppressive Knights Templar in the present day.",Your destiny is in your blood.,2776,http://www.foxmovies.com/movies/assassins-creed,27.54107,143,"Michael Fassbender, Marion Cotillard, Jeremy Irons, Brendan Gleeson","$54,645,723 ",Justin Kurzel,https://m.media-amazon.com/images/M/MV5BNzE1OTczNTc1OF5BMl5BanBnXkFtZTgwMzgyMDI3MDI@._V1_SX300.jpg,20th Century Fox,5.4,54%,58%,18%,36%,42%,"Michael Lesslie (screenplay by), Adam Cooper (screenplay by), Bill Collage (screenplay by)"
262841,tt3095734,Monster Trucks,12/21/2016,"[{'iso_639_1': 'en', 'name': 'English'}", Action, Comedy,Science Fiction,,,105,"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'Nickelodeon Movies', 'id': 2348}, {'name': 'Disruption Entertainment', 'id': 10256}, {'name': 'Paramount Animation', 'id': 24955}","[{'iso_3166_1': 'US', 'name': 'United States of America'}",125000000,64493915,"Looking for any way to get away from the life and town he was born into, Tripp, a high school senior, builds a Monster Truck from bits and pieces of scrapped cars. After an accident at a nearby oil-drilling site displaces a strange and subterranean creature with a taste and a talent for speed, Tripp may have just found the key to getting out of town and a most unlikely friend.",Meet Creech,209,http://www.monstertrucksmovie.com/,14.801195,144,"Lucas Till, Jane Levy, Thomas Lennon, Barry Pepper","$33,243,820 ",Chris Wedge,https://m.media-amazon.com/images/M/MV5BMTEyMjAzMDk4ODZeQTJeQWpwZ15BbWU4MDUxNzMzMDEy._V1_SX300.jpg,Paramount Pictures,6,60%,57%,31%,41%,47%,"Derek Connolly (screenplay by), Matthew Robinson (story by), Jonathan Aibel (story by), Glenn Berger (story by)"
68730,tt0490215,Silence,12/22/2016,"[{'iso_639_1': 'ja', 'name': '日本語'}, {'iso_639_1': 'en', 'name': 'English'}", Drama, History,,,,161,"[{'name': 'CatchPlay', 'id': 8870}, {'name': 'Waypoint Entertainment', 'id': 22842}, {'name': 'Cappa Defina Productions', 'id': 23033}, {'name': 'Sikelia Productions', 'id': 23243}, {'name': 'Fábrica de Cine', 'id': 54537}, {'name': 'Emmett Furla Oasis Films (EFO Films)', 'id': 73685}, {'name': 'SharpSword Films', 'id': 86060}","[{'iso_3166_1': 'MX', 'name': 'Mexico'}, {'iso_3166_1': 'TW', 'name': 'Taiwan'}, {'iso_3166_1': 'US', 'name': 'United States of America'}",46000000,23737523,"Two Jesuit priests travel to seventeenth century Japan which has, under the Tokugawa shogunate, banned Catholicism and almost all foreign contact.",Sometimes silence is the deadliest sound,754,http://www.silencemovie.com/,14.16938,145,"Andrew Garfield, Adam Driver, Liam Neeson, Tadanobu Asano","$7,063,885 ",Martin Scorsese,https://m.media-amazon.com/images/M/MV5BMjY3OTk0NjA2NV5BMl5BanBnXkFtZTgwNTg3Mjc2MDI@._V1_SX300.jpg,Paramount Pictures,7,70%,72%,83%,79%,76%,"Jay Cocks (screenplay by), Martin Scorsese (screenplay by), Shûsaku Endô (based on the novel by)"
334524,tt1800302,Gold,12/22/2016,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'id', 'name': 'Bahasa indonesia'}", Thriller, Adventure,Drama,,,120,"[{'name': 'Living Films', 'id': 2877}, {'name': 'Hwy61', 'id': 6320}, {'name': 'Black Bear Pictures', 'id': 22146}, {'name': 'Boies / Schiller Film Group', 'id': 36212}","[{'iso_3166_1': 'US', 'name': 'United States of America'}",20000000,7227038,"Kenny Wells, a modern-day prospector, hustler, and dreamer, is desperate for a lucky break. Left with few options, Wells teams up with an equally luckless geologist to execute a grandiose, last-ditch effort: to find gold deep in the uncharted jungle of Indonesia.",Prove 'em all wrong,403,http://gold-film.com/,16.01076,146,"Matthew McConaughey, Edgar Ramírez, Bryce Dallas Howard, Corey Stoll","$7,222,964 ",Stephen Gaghan,https://m.media-amazon.com/images/M/MV5BNjEwNzMzMDI4Nl5BMl5BanBnXkFtZTgwMTM2ODkwMTI@._V1_SX300.jpg,TWC-Dimension,6.6,66%,67%,42%,49%,56%,"Patrick Massett, John Zinman"
259695,tt2361317,Live by Night,12/25/2016,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'es', 'name': 'Español'}", Crime, Drama,,,,129,"[{'name': 'Appian Way', 'id': 562}, {'name': 'Warner Bros.', 'id': 6194}, {'name': 'Pearl Street Films', 'id': 29313}","[{'iso_3166_1': 'US', 'name': 'United States of America'}",108000000,22678555,A story set in the Prohibition Era and centered around a group of individuals and their dealings in the world of organized crime.,Witness the price of the American Dream.,416,http://www.livebynight.movie/,19.94393,147,"Ben Affleck, Elle Fanning, Remo Girone, Brendan Gleeson","$10,377,558 ",Ben Affleck,https://m.media-amazon.com/images/M/MV5BMjc3MDIyMjgzNl5BMl5BanBnXkFtZTgwMzUxOTg3MDI@._V1_SX300.jpg,Warner Bros. Pictures,6.2,62%,64%,35%,49%,53%,"Ben Affleck (screenplay by), Dennis Lehane (based on the novel by)"
324542,tt2072233,Sleepless,1/12/2017,"[{'iso_639_1': 'en', 'name': 'English'}", Action, Crime,Thriller,,,95,"[{'name': 'Vertigo Entertainment', 'id': 829}, {'name': 'FilmNation Entertainment', 'id': 7493}, {'name': 'Open Road Films (II)', 'id': 16313}, {'name': 'Riverstone Pictures', 'id': 76314}","[{'iso_3166_1': 'US', 'name': 'United States of America'}",30000000,32540674,"Undercover Las Vegas police officer Vincent Downs is caught in a high stakes web of corrupt cops and the mob-controlled casino underground. When a heist goes wrong, a crew of homicidal gangsters kidnaps Downs’ teenage son. In one sleepless night he will have to rescue his son, evade an internal affairs investigation and bring the kidnappers to justice.",Don't judge a cop by his cover.,345,http://www.sleeplessmovie.com/,12.240817,148,"Jamie Foxx, Michelle Monaghan, Scoot McNairy, Dermot Mulroney","$20,757,977 ",Baran bo Odar,https://m.media-amazon.com/images/M/MV5BNjEwMDAyOTM4OV5BMl5BanBnXkFtZTgwMzc4MjMyMDI@._V1_SX300.jpg,Open Road Films,5.8,58%,56%,24%,34%,43%,"Andrea Berloff (screenplay by), Frédéric Jardin (based on the film ""Nuit blanche"" written by), Nicolas Saada (based on the film ""Nuit blanche"" written by), Olivier Douyère (based on the film ""Nuit blanche"" written by)"
292280,tt4030600,The Bye Bye Man,1/12/2017,"[{'iso_639_1': 'en', 'name': 'English'}", Horror, Thriller,,,,96,"[{'name': 'Intrepid Pictures', 'id': 1224}, {'name': 'Los Angeles Media Fund (LAMF)', 'id': 85283}","[{'iso_3166_1': 'US', 'name': 'United States of America'}",7400000,26667197,"When three college students move into an old house off campus, they unwittingly unleash a supernatural entity known as The Bye Bye Man, who comes to prey upon them once they discover his name. The friends must try to save each other, all the while keeping The Bye Bye Man's existence a secret to save others from the same deadly fate.",Don't think it. Don't say it.,262,http://stxmovies.com/thebyebyeman/,19.225832,149,"Douglas Smith, Lucien Laviscount, Cressida Bonas, Doug Jones","$22,377,458 ",Stacy Title,https://m.media-amazon.com/images/M/MV5BMTcxOTE5NzQwNF5BMl5BanBnXkFtZTgwOTMzMTc1ODE@._V1_SX300.jpg,STX Entertainment,5.1,51%,43%,20%,37%,38%,"Jonathan Penner (screenplay by), Robert Damon Schneck (based on ""The Bridge to Body Island"" by)"
47971,tt1293847,xXx: Return of Xander Cage,1/13/2017,"[{'iso_639_1': 'en', 'name': 'English'}", Action, Adventure,Crime,,,107,"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'Revolution Studios', 'id': 497}, {'name': 'One Race Films', 'id': 7154}, {'name': 'Rox Productions', 'id': 88943}, {'name': 'Maple Cage Productions', 'id': 88944}","[{'iso_3166_1': 'US', 'name': 'United States of America'}",85000000,346147658,"Extreme athlete turned government operative Xander Cage comes out of self-imposed exile, thought to be long dead, and is set on a collision course with deadly alpha warrior Xiang and his team in a race to recover a sinister and seemingly unstoppable weapon known as Pandora's Box. Recruiting an all-new group of thrill-seeking cohorts, Xander finds himself enmeshed in a deadly conspiracy that points to collusion at the highest levels of world governments.","There are no more patriots, just rebels and tyrants.",1497,http://returnofxandercage.com,17.918269,150,"Vin Diesel, Donnie Yen, Deepika Padukone, Kris Wu","$44,850,317 ",D.J. Caruso,https://m.media-amazon.com/images/M/MV5BMzcwMjkxMzQ3NV5BMl5BanBnXkFtZTgwMzgyNDA5MDI@._V1_SX300.jpg,Paramount Pictures,5.5,55%,52%,46%,42%,49%,"Rich Wilkes (based on characters created by), F. Scott Frazier"
381289,tt1753383,A Dog's Purpose,1/19/2017,"[{'iso_639_1': 'en', 'name': 'English'}", Comedy, Drama,Family,Fantasy,,100,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Amblin Entertainment', 'id': 56}, {'name': 'Pariah Entertainment Group', 'id': 1271}, {'name': 'Original Pictures', 'id': 4234}, {'name': 'Reliance Entertainment', 'id': 7294}, {'name': 'Walden Media', 'id': 10221}, {'name': 'Pariah', 'id': 11733}","[{'iso_3166_1': 'US', 'name': 'United States of America'}",22000000,194647323,A dog goes on quest to discover his purpose in life over the course of several lifetimes with multiple owners.,Every dog happens for a reason.,657,https://www.uphe.com/movies/a-dogs-purpose,9.863789,151,"Josh Gad, Dennis Quaid, Peggy Lipton, Bryce Gheisar","$64,304,940 ",Lasse Hallström,https://m.media-amazon.com/images/M/MV5BNDQ4NjkxNzgzN15BMl5BanBnXkFtZTgwMjAzODQ4OTE@._V1_SX300.jpg,Amblin Entertainment,6.6,66%,71%,34%,43%,54%,"W. Bruce Cameron (screenplay by), Cathryn Michon (screenplay by), Audrey Wells (screenplay by), Maya Forbes (screenplay by), Wallace Wolodarsky (screenplay), W. Bruce Cameron (based on the novel by)"
353569,tt1412528,Table 19,1/20/2017,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'ru', 'name': 'Pусский'}", Comedy, Drama,,,,87,"[{'name': '21 Laps Entertainment', 'id': 2575}, {'name': '3311 Productions', 'id': 19632}, {'name': 'Story Ink', 'id': 88548}","[{'iso_3166_1': 'US', 'name': 'United States of America'}, {'iso_3166_1': 'FI', 'name': 'Finland'}",5000000,3305592,"Eloise, having been relieved of maid of honor duties after being unceremoniously dumped by the best man via text, decides to attend the wedding anyway – only to find herself seated with five fellow-unwanted guests at the dreaded Table 19.",«You're invited to the wedding of the season»,192,http://www.foxsearchlight.com/table19/,8.645067,152,"Anna Kendrick, Rya Meyers, Charles Green, Lisa Kudrow","$3,606,977 ",Jeffrey Blitz,https://m.media-amazon.com/images/M/MV5BNzQzNzI3NzkzMl5BMl5BanBnXkFtZTgwMjA4MzczOTE@._V1_SX300.jpg,Fox Searchlight Pictures,6.2,62%,58%,26%,40%,47%,"Mark Duplass (story by), Jay Duplass (story by), Jeffrey Blitz (story by), Jeffrey Blitz (screenplay by)"
365942,tt3922818,The Space Between Us,1/26/2017,"[{'iso_639_1': 'en', 'name': 'English'}", Romance, Adventure,Science Fiction,Drama,,121,"[{'name': 'Southpaw Entertainment', 'id': 30131}, {'name': 'STX Entertainment', 'id': 47729}, {'name': 'Los Angeles Media Fund (LAMF)', 'id': 85283}","[{'iso_3166_1': 'US', 'name': 'United States of America'}",30000000,14793385,A young man raised by scientists on Mars returns to Earth to find his father.,What's your favorite thing about Earth?,564,http://stxmovies.com/thespacebetweenus/,11.824404,153,"Gary Oldman, Janet Montgomery, Trey Tucker, Scott Takeda","$7,829,766 ",Peter Chelsom,https://m.media-amazon.com/images/M/MV5BNjYzODU1OTkwN15BMl5BanBnXkFtZTgwMDA3MTMwMDI@._V1_SX300.jpg,STX Entertainment,7.2,72%,64%,16%,33%,46%,"Allan Loeb (screenplay by), Stewart Schill (story by), Richard Barton Lewis (story by), Allan Loeb (story by)"
14564,tt0498381,Rings,2/1/2017,"[{'iso_639_1': 'en', 'name': 'English'}", Horror,,,,,102,"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'Vertigo Entertainment', 'id': 829}, {'name': 'Macari/Edelstein', 'id': 24902}, {'name': 'Parkes+MacDonald Image Nation', 'id': 49325}, {'name': 'Waddieish Claretrap', 'id': 85425}","[{'iso_3166_1': 'US', 'name': 'United States of America'}",25000000,83080890,"Julia becomes worried about her boyfriend, Holt when he explores the dark urban legend of a mysterious videotape said to kill the watcher seven days after viewing. She sacrifices herself to save her boyfriend and in doing so makes a horrifying discovery: there is a ""movie within the movie"" that no one has ever seen before.",Evil is reborn.,1075,http://www.ringsmovie.com/,24.535733,154,"Matilda Anna Ingrid Lutz, Alex Roe, Johnny Galecki, Vincent D'Onofrio","$27,766,716 ",F. Javier Gutiérrez,https://m.media-amazon.com/images/M/MV5BNjU1NDAxNTg0MF5BMl5BanBnXkFtZTgwNzUxMjEwMTI@._V1_SX300.jpg,Paramount Pictures,4.8,48%,45%,7%,25%,31%,"David Loucka (screenplay by), Jacob Estes (screenplay by), Akiva Goldsman (screenplay by), David Loucka (story by), Jacob Estes (story by), Kôji Suzuki (based on the novel ""The Ring"" by)"
